Latitude,Longitude,Soil Type,Temperature (°C),Humidity (%),Month,Recommended Crop
22.7342,88.2784,Red,31.2,59,June,Maize
23.421,87.7793,Arid,15.8,46,June,Maize
22.9563,87.9646,Black,27.6,31,June,Millets
22.7617,87.3955,Peaty,18.1,45,June,Wheat
23.2149,88.3498,Saline,30.6,43,June,Wheat
23.0015,87.6676,Arid,26.4,50,June,Millets
22.9442,87.7856,Saline,34.4,78,June,Wheat
23.2779,87.7998,Forest,34.7,32,June,Sugarcane
23.2622,87.5596,Saline,38.2,56,June,Sugarcane
23.2104,87.8018,Black,32.5,31,June,Millets
23.028,87.9735,Laterite,18.2,84,June,Pulses
23.3733,88.2831,Red,29.5,31,June,Millets
23.1997,87.5714,Red,15.6,45,June,Maize
22.6502,88.0093,Alluvial,33.9,56,June,Vegetables
22.9313,88.2381,Forest,16.8,40,June,Cotton
23.116,88.093,Red,20.6,33,June,Millets
22.8235,87.8381,Alluvial,36.8,62,June,Sugarcane
22.8545,88.1382,Arid,36.6,61,June,Sugarcane
22.7586,87.87,Alluvial,33.9,82,June,Rice
23.4493,87.4412,Saline,31.5,72,July,Pulses
23.2311,87.8956,Red,28.6,52,July,Sugarcane
23.3689,88.1315,Forest,33.1,70,July,Fruits
22.7078,88.2972,Alluvial,34.1,43,July,Pulses
22.5485,87.8762,Laterite,15.2,66,July,Vegetables
22.9964,88.0382,Peaty,25.3,56,July,Wheat
23.0889,88.1715,Forest,35.1,86,July,Sugarcane
23.432,87.6493,Black,17.9,55,July,Fruits
23.3237,87.7694,Arid,35.2,56,July,Sugarcane
22.8569,88.0621,Saline,32.3,79,July,Cotton
22.5468,87.5669,Arid,39.3,48,July,Sugarcane
22.7997,87.8333,Forest,39.0,49,July,Pulses
22.5431,87.5273,Forest,35.6,78,July,Cotton
23.0743,88.1369,Peaty,26.2,68,July,Rice
23.2053,87.5687,Black,16.9,53,July,Fruits
23.1339,87.9105,Laterite,36.6,68,July,Cotton
22.8484,88.2085,Red,28.1,81,July,Sugarcane
23.0108,88.1893,Red,27.8,73,July,Millets
23.0414,87.8584,Black,35.2,65,July,Cotton
22.5434,87.5114,Black,36.6,46,July,Pulses
23.1528,88.0108,Alluvial,20.9,84,July,Wheat
22.8479,88.1946,Laterite,30.0,45,July,Cotton
22.5535,87.4058,Laterite,24.5,61,July,Pulses
22.8579,88.2949,Red,38.1,74,July,Rice
22.6897,88.3366,Red,17.0,71,July,Vegetables
23.1974,87.4406,Red,23.0,61,August,Vegetables
22.6161,87.7506,Red,25.0,55,August,Rice
22.8398,87.4248,Black,39.6,40,August,Cotton
22.9924,88.344,Peaty,33.8,74,August,Sugarcane
23.1842,88.234,Peaty,31.8,78,August,Sugarcane
22.7018,88.0019,Alluvial,32.2,79,August,Rice
23.4472,88.1798,Peaty,35.3,76,August,Sugarcane
22.612,88.0703,Forest,21.7,43,August,Millets
22.8368,87.854,Alluvial,35.8,76,August,Rice
22.6,87.8892,Forest,24.9,50,August,Fruits
22.8244,88.2129,Red,22.1,64,August,Millets
22.8899,87.982,Alluvial,27.3,60,August,Vegetables
23.2144,87.6423,Saline,22.6,41,August,Millets
22.8446,87.8468,Alluvial,35.4,40,August,Cotton
22.8116,87.5514,Peaty,32.7,69,August,Fruits
23.3002,87.7461,Forest,28.4,86,August,Maize
23.3207,88.0749,Peaty,35.9,50,August,Fruits
22.71,87.4847,Red,36.5,55,August,Sugarcane
23.1752,88.0433,Black,34.7,35,August,Millets
23.3014,87.7537,Alluvial,23.0,48,August,Rice
22.578,87.4524,Red,30.9,31,August,Millets
22.525,87.9144,Black,23.6,85,August,Wheat
23.3261,87.6657,Forest,27.9,45,August,Rice
22.8346,87.5564,Red,29.7,61,August,Rice
23.1164,88.01,Alluvial,32.0,55,August,Rice
23.0094,88.0689,Saline,21.4,48,September,Cotton
22.494,87.7597,Peaty,26.2,69,September,Millets
22.9333,88.3367,Alluvial,20.2,30,September,Vegetables
23.4487,88.2017,Saline,34.9,72,September,Rice
23.3666,87.9529,Laterite,20.2,34,September,Pulses
22.5451,87.5515,Laterite,19.1,60,September,Fruits
22.9298,87.9556,Arid,36.6,87,September,Rice
22.9519,87.6275,Forest,15.2,46,September,Cotton
22.7156,88.056,Forest,27.8,59,September,Fruits
23.3719,87.7696,Black,27.1,76,September,Pulses
23.4749,87.8454,Laterite,34.4,60,September,Wheat
22.8459,87.8682,Arid,35.2,64,September,Wheat
22.7498,87.9123,Alluvial,20.3,82,September,Wheat
22.5535,87.4295,Black,15.3,39,September,Fruits
22.9487,88.2538,Arid,24.9,60,September,Pulses
22.9568,88.2802,Alluvial,25.0,36,September,Pulses
23.2791,88.0537,Arid,29.5,38,September,Rice
23.2327,88.1331,Peaty,39.7,46,September,Rice
22.9486,88.3232,Arid,33.1,69,September,Rice
22.5966,87.6376,Red,15.4,39,September,Wheat
22.7381,87.4711,Saline,19.9,64,September,Fruits
23.4273,87.9528,Peaty,32.8,72,September,Sugarcane
22.6333,88.0969,Laterite,39.2,32,September,Maize
22.8264,87.4603,Peaty,16.8,81,September,Cotton
23.2909,88.354,Arid,18.4,53,September,Millets
23.0973,87.3967,Arid,37.0,33,October,Vegetables
22.7541,88.2826,Arid,26.1,50,October,Rice
22.7708,87.6974,Red,39.6,34,October,Fruits
23.0184,87.637,Forest,21.9,59,October,Pulses
23.1366,88.1249,Black,23.5,53,October,Rice
22.8949,87.9962,Alluvial,25.2,50,October,Sugarcane
22.9922,88.3171,Peaty,32.4,31,October,Sugarcane
23.3585,87.3965,Alluvial,28.3,63,October,Maize
22.715,88.13,Laterite,37.3,47,October,Fruits
22.7673,88.3461,Alluvial,37.8,68,October,Rice
23.441,88.101,Peaty,30.2,31,October,Wheat
22.823,87.5578,Peaty,26.4,46,October,Maize
23.0871,87.6477,Arid,39.9,58,October,Pulses
23.0103,87.6252,Saline,28.3,54,October,Wheat
22.738,88.1319,Red,37.5,54,October,Pulses
23.293,87.8973,Black,18.5,71,October,Wheat
22.6744,87.5332,Forest,32.6,33,October,Vegetables
22.7939,88.3214,Laterite,20.3,53,October,Vegetables
22.9386,88.0577,Saline,23.5,83,October,Pulses
23.0341,87.8821,Black,36.8,62,October,Cotton
22.7737,87.991,Red,37.5,67,October,Maize
22.793,87.886,Peaty,39.9,88,October,Sugarcane
22.5406,88.2425,Alluvial,29.2,37,October,Cotton
22.5311,87.8788,Red,36.0,31,October,Cotton
22.5697,87.4788,Arid,26.8,56,October,Pulses
22.6719,88.008,Black,29.6,73,November,Millets
23.482,88.0398,Alluvial,36.8,90,November,Sugarcane
22.9804,87.5656,Alluvial,25.4,32,November,Wheat
23.3838,87.5754,Laterite,21.8,58,November,Maize
22.5372,87.4776,Arid,16.7,36,November,Millets
22.9421,87.9595,Red,35.7,82,November,Maize
22.8607,87.6442,Laterite,36.2,68,November,Millets
22.6408,87.5738,Laterite,22.0,68,November,Fruits
22.6427,87.8575,Arid,18.2,82,November,Cotton
22.7024,88.1442,Red,35.8,30,November,Maize
22.9214,88.028,Alluvial,35.9,70,November,Millets
22.9853,87.8661,Saline,24.8,61,November,Fruits
23.2103,87.6347,Peaty,26.1,38,November,Vegetables
22.5763,87.9129,Peaty,20.9,69,November,Maize
22.6638,87.383,Saline,35.6,66,November,Maize
22.6026,88.1489,Saline,25.1,38,November,Pulses
22.9044,88.2228,Red,35.1,79,November,Cotton
23.0697,88.2279,Saline,17.7,49,November,Millets
22.7691,87.6686,Red,22.2,81,November,Pulses
23.1565,87.4269,Saline,32.4,39,November,Rice
23.4695,87.612,Black,16.4,57,November,Cotton
23.0357,87.3614,Red,31.3,74,November,Millets
23.1101,87.4574,Arid,31.8,54,November,Pulses
22.6761,88.0269,Saline,16.0,42,November,Sugarcane
23.3358,87.561,Red,38.8,88,November,Fruits
23.3739,87.6789,Alluvial,18.2,86,December,Wheat
23.0254,87.574,Arid,18.1,37,December,Cotton
22.7143,87.5782,Saline,26.5,90,December,Millets
23.0038,88.0092,Alluvial,38.4,55,December,Sugarcane
23.1883,88.1543,Forest,16.2,88,December,Rice
23.442,87.9701,Red,19.6,79,December,Pulses
22.8542,88.0374,Forest,31.2,61,December,Sugarcane
22.623,87.4246,Saline,21.9,36,December,Rice
23.1429,87.9108,Saline,39.8,32,December,Millets
22.5339,87.7272,Arid,26.4,63,December,Vegetables
23.29,87.4106,Forest,37.9,72,December,Millets
23.064,88.2267,Alluvial,16.5,64,December,Wheat
23.3465,88.1253,Arid,23.3,30,December,Maize
23.0287,87.587,Peaty,36.7,50,December,Millets
23.0031,87.8214,Alluvial,19.5,90,December,Wheat
22.5059,87.4524,Laterite,37.6,37,December,Vegetables
23.368,88.1887,Saline,22.1,87,December,Pulses
22.7551,87.3965,Saline,16.4,67,December,Millets
22.5299,88.1204,Red,21.6,64,December,Sugarcane
23.1908,87.5379,Saline,29.3,90,December,Fruits
23.3152,88.1729,Red,34.6,77,December,Wheat
22.7947,87.914,Laterite,33.0,87,December,Millets
22.9548,87.6426,Black,22.5,70,December,Vegetables
22.8687,88.2532,Forest,28.5,85,December,Pulses
23.2468,87.7857,Alluvial,19.4,54,December,Wheat
26.8095,75.9097,Alluvial,20.2,47,January,Wheat
26.8084,75.7959,Peaty,35.2,42,January,Pulses
26.867,75.9033,Saline,32.2,30,January,Pulses
26.4512,76.0936,Arid,15.8,49,January,Millets
26.6015,76.0503,Saline,15.2,56,January,Wheat
26.6116,75.5381,Arid,22.4,72,January,Wheat
26.8764,75.3851,Saline,17.6,38,January,Cotton
27.352,76.0619,Peaty,23.6,63,January,Millets
27.1975,76.1306,Arid,24.8,57,January,Wheat
26.5461,76.1048,Red,29.1,75,January,Fruits
27.3932,75.8204,Arid,23.7,48,January,Fruits
26.6515,75.6447,Black,39.9,37,January,Fruits
26.463,75.8024,Black,21.6,57,January,Sugarcane
27.3027,75.525,Forest,38.0,43,January,Pulses
26.5479,75.8981,Red,29.4,57,January,Millets
27.1006,75.6944,Black,32.6,67,January,Cotton
26.553,76.2598,Saline,19.8,76,January,Rice
27.4081,75.8428,Red,34.8,40,January,Millets
26.5146,75.9743,Black,30.6,56,January,Pulses
26.8176,76.1247,Forest,27.5,55,January,Sugarcane
27.323,75.8044,Arid,19.5,38,January,Sugarcane
27.0909,75.8606,Laterite,36.8,82,January,Vegetables
26.9926,75.4605,Saline,24.3,54,January,Rice
26.93,76.1358,Red,22.7,59,January,Wheat
26.6498,75.6463,Red,38.5,72,January,Maize
26.4684,75.3132,Black,24.2,73,February,Sugarcane
26.6492,75.9274,Black,30.2,46,February,Millets
26.992,76.0343,Saline,39.7,31,February,Vegetables
27.1029,75.3116,Black,28.7,76,February,Pulses
26.4394,75.6399,Arid,38.5,64,February,Sugarcane
27.0968,76.2388,Forest,37.9,80,February,Sugarcane
26.5392,75.9296,Black,26.9,40,February,Millets
26.5021,75.4832,Alluvial,16.9,90,February,Wheat
27.0935,76.084,Saline,20.2,42,February,Wheat
26.9389,75.5034,Forest,39.6,79,February,Cotton
27.3975,75.388,Red,39.5,89,February,Wheat
26.6527,76.0601,Forest,30.1,44,February,Millets
27.1361,75.9252,Forest,37.7,84,February,Fruits
27.0451,76.0366,Arid,30.7,33,February,Maize
26.7021,75.3906,Peaty,31.6,41,February,Rice
27.0199,75.5965,Peaty,17.6,79,February,Pulses
27.3626,75.7113,Red,16.4,40,February,Sugarcane
26.8249,75.4955,Red,36.6,33,February,Rice
27.3516,76.1832,Arid,37.7,53,February,Fruits
26.8853,76.1234,Laterite,23.1,73,February,Vegetables
26.9012,75.538,Alluvial,27.3,79,February,Sugarcane
26.7829,75.4845,Black,39.7,43,February,Fruits
27.268,75.9233,Peaty,35.8,34,February,Sugarcane
26.8269,75.8529,Peaty,30.3,57,February,Vegetables
27.1737,76.2661,Laterite,16.9,68,February,Millets
26.5792,75.8907,Saline,20.2,40,March,Wheat
26.9677,75.7705,Laterite,38.8,76,March,Cotton
27.0686,75.3401,Red,36.3,48,March,Vegetables
26.5652,75.6283,Alluvial,29.2,60,March,Wheat
27.1831,75.5649,Saline,27.4,32,March,Vegetables
26.8215,76.0309,Peaty,34.1,54,March,Rice
27.0344,76.1388,Arid,17.0,59,March,Sugarcane
27.2946,75.8092,Black,38.4,63,March,Cotton
27.1678,75.2897,Forest,32.8,64,March,Cotton
27.088,75.3421,Black,24.6,84,March,Rice
27.1276,75.5712,Red,37.5,66,March,Vegetables
27.0625,75.7041,Red,23.4,66,March,Sugarcane
26.9807,75.6171,Red,39.3,74,March,Vegetables
26.5894,75.305,Laterite,39.3,82,March,Fruits
27.0633,75.9616,Red,38.4,48,March,Wheat
26.459,75.5924,Black,33.6,44,March,Millets
27.1275,75.7575,Red,32.8,45,March,Millets
26.53,76.0771,Alluvial,39.9,60,March,Millets
27.0454,76.1817,Peaty,39.0,65,March,Pulses
27.3897,75.605,Red,39.4,85,March,Sugarcane
26.5834,76.071,Saline,19.7,67,March,Rice
26.908,75.9927,Peaty,20.9,66,March,Rice
26.702,75.6567,Black,30.6,53,March,Pulses
27.2812,75.3276,Black,37.3,85,March,Cotton
26.9319,76.0918,Forest,21.6,31,March,Pulses
26.6083,76.0682,Peaty,37.0,55,April,Maize
27.189,75.9665,Peaty,16.3,42,April,Fruits
26.7085,75.465,Arid,35.2,35,April,Fruits
27.1855,75.8603,Red,21.3,86,April,Pulses
26.6169,76.1581,Red,15.1,50,April,Pulses
27.1786,75.7725,Arid,29.3,44,April,Sugarcane
26.4587,75.6746,Red,38.7,69,April,Cotton
26.5123,75.8875,Arid,17.9,72,April,Cotton
27.3996,76.0369,Laterite,36.3,75,April,Wheat
26.8319,75.7762,Arid,20.1,36,April,Cotton
26.8795,75.6212,Arid,18.0,71,April,Cotton
26.822,75.8673,Arid,35.8,78,April,Wheat
27.33,76.1201,Saline,25.9,85,April,Cotton
26.94,75.7569,Alluvial,37.7,54,April,Sugarcane
26.45,75.5565,Alluvial,23.7,66,April,Fruits
27.0273,76.1741,Laterite,25.8,50,April,Millets
26.802,75.4683,Peaty,26.6,38,April,Maize
26.7302,76.2363,Peaty,23.7,46,April,Cotton
26.4486,75.5465,Peaty,31.3,66,April,Pulses
27.344,75.459,Black,25.0,60,April,Maize
26.5096,75.8753,Saline,17.6,58,April,Sugarcane
27.2086,75.4227,Saline,20.0,50,April,Sugarcane
27.1857,76.1365,Arid,31.8,83,April,Fruits
27.1323,75.5238,Forest,23.1,62,April,Millets
27.316,76.1119,Saline,39.2,86,April,Cotton
27.3805,75.9916,Red,19.5,63,May,Fruits
26.641,75.8414,Black,35.5,90,May,Cotton
27.2817,75.938,Forest,26.9,75,May,Rice
27.3477,75.9779,Forest,36.8,34,May,Wheat
27.053,76.2763,Laterite,24.3,62,May,Sugarcane
27.1961,75.6096,Red,36.0,31,May,Cotton
27.2904,75.6297,Arid,29.7,65,May,Maize
26.9738,75.3152,Forest,19.8,33,May,Cotton
26.6497,75.9392,Alluvial,18.1,73,May,Wheat
26.7798,75.441,Arid,26.1,66,May,Millets
26.8732,75.7332,Arid,33.5,46,May,Rice
27.3026,75.3215,Black,15.2,73,May,Maize
27.3075,75.803,Saline,30.0,52,May,Millets
27.4048,76.0366,Alluvial,31.2,86,May,Sugarcane
26.7819,76.0767,Arid,26.4,33,May,Sugarcane
27.0328,75.79,Arid,25.9,56,May,Millets
27.1721,76.0544,Black,29.9,87,May,Millets
26.4635,76.2715,Forest,19.4,31,May,Vegetables
26.9351,75.5559,Red,36.4,56,May,Pulses
26.8498,75.4239,Laterite,30.8,72,May,Wheat
26.7085,75.5971,Alluvial,21.7,68,May,Cotton
27.0329,75.4542,Alluvial,30.5,37,May,Rice
26.6367,76.2233,Alluvial,22.7,48,May,Pulses
27.3928,75.4765,Alluvial,27.1,89,May,Sugarcane
26.4915,75.7273,Arid,35.8,62,May,Millets
26.974,75.7687,Red,39.4,57,June,Cotton
26.5779,75.786,Black,20.9,64,June,Sugarcane
27.2399,75.8833,Forest,19.2,57,June,Cotton
26.4255,75.7106,Forest,18.8,52,June,Fruits
26.8677,75.9598,Red,20.1,72,June,Sugarcane
26.8662,75.7625,Laterite,35.6,90,June,Cotton
27.0124,75.5178,Black,19.3,85,June,Wheat
27.3906,75.5146,Red,32.3,53,June,Millets
27.3365,76.0004,Laterite,27.8,70,June,Sugarcane
27.0975,76.0129,Alluvial,19.3,62,June,Millets
27.298,75.7267,Alluvial,28.0,81,June,Rice
26.6692,76.2077,Peaty,15.4,62,June,Vegetables
27.3598,76.0577,Laterite,38.6,58,June,Fruits
26.6669,75.7049,Alluvial,27.7,78,June,Rice
27.3705,75.6905,Forest,15.7,77,June,Fruits
26.9397,75.7953,Laterite,34.8,90,June,Cotton
27.0908,76.1007,Red,29.7,51,June,Cotton
26.5408,76.1761,Alluvial,30.2,69,June,Rice
26.433,75.7145,Black,26.4,73,June,Wheat
26.7858,75.6649,Saline,36.6,70,June,Sugarcane
26.5984,75.9096,Red,36.0,31,June,Wheat
26.7935,76.0764,Black,17.3,51,June,Sugarcane
27.0616,75.5589,Forest,33.3,38,June,Wheat
26.9723,76.0531,Arid,35.9,54,June,Millets
27.143,76.1444,Laterite,25.0,76,June,Wheat
26.6551,75.6194,Forest,18.1,33,July,Maize
26.6931,75.7869,Alluvial,32.4,43,July,Cotton
26.4424,75.7392,Alluvial,39.2,48,July,Rice
27.043,75.8375,Laterite,28.0,30,July,Vegetables
27.3985,76.0283,Peaty,26.6,55,July,Pulses
26.6046,75.997,Alluvial,37.5,49,July,Rice
26.532,75.537,Saline,19.3,46,July,Wheat
26.5281,75.4462,Peaty,19.1,52,July,Pulses
27.0173,76.1216,Saline,28.0,58,July,Wheat
27.3661,75.7958,Arid,22.3,65,July,Millets
26.4196,75.898,Laterite,28.1,88,July,Pulses
26.7755,75.3862,Saline,18.9,37,July,Vegetables
26.664,75.5538,Peaty,19.1,62,July,Pulses
27.1676,75.8984,Laterite,35.4,37,July,Vegetables
27.1168,75.3827,Forest,20.4,64,July,Fruits
27.0817,75.8295,Saline,23.2,50,July,Wheat
27.1247,75.8961,Forest,20.3,60,July,Millets
26.9684,76.1017,Red,21.1,70,July,Cotton
27.1711,76.1096,Laterite,23.0,76,July,Pulses
26.6748,75.8141,Laterite,31.2,32,July,Sugarcane
27.3517,75.3999,Arid,20.5,38,July,Millets
27.2029,75.5164,Saline,33.4,31,July,Pulses
27.3671,75.7651,Red,36.1,70,July,Rice
26.7977,75.3223,Arid,21.6,89,July,Vegetables
26.4141,75.344,Alluvial,32.9,47,July,Vegetables
26.9509,75.5935,Saline,24.4,67,August,Rice
27.3133,75.5782,Arid,38.4,68,August,Millets
26.8848,76.1055,Forest,28.3,39,August,Maize
27.1129,75.8001,Red,26.8,75,August,Pulses
27.3845,76.0682,Arid,21.0,53,August,Rice
26.8183,75.9372,Red,24.5,32,August,Millets
26.6213,76.0136,Saline,27.8,68,August,Maize
26.7511,76.2496,Alluvial,18.8,83,August,Maize
26.5058,76.2278,Saline,26.0,85,August,Rice
27.2808,76.0831,Peaty,31.8,66,August,Pulses
27.3628,75.2959,Black,25.4,71,August,Maize
26.5472,75.9163,Alluvial,38.6,81,August,Rice
27.0286,75.9949,Saline,27.6,71,August,Vegetables
26.8934,75.9072,Black,28.5,34,August,Millets
27.3828,75.7264,Alluvial,19.7,62,August,Maize
26.6176,75.8939,Arid,22.3,61,August,Rice
26.5088,75.5206,Saline,23.1,70,August,Fruits
27.3406,75.4858,Forest,34.3,37,August,Vegetables
26.8798,75.5778,Laterite,26.6,83,August,Fruits
27.0966,76.0413,Laterite,37.4,32,August,Pulses
26.994,75.5453,Red,15.1,76,August,Rice
27.2109,75.8397,Forest,16.3,46,August,Wheat
27.2635,75.3887,Red,21.0,87,August,Maize
26.7244,76.079,Peaty,33.1,55,August,Maize
26.5744,75.9017,Saline,31.5,69,August,Maize
27.3542,75.3088,Red,28.6,58,September,Millets
26.4587,75.6814,Peaty,17.9,88,September,Fruits
27.3407,75.5229,Laterite,34.9,57,September,Cotton
27.2865,76.1755,Laterite,27.1,41,September,Millets
26.5229,75.9405,Arid,27.4,57,September,Pulses
26.9139,75.3986,Alluvial,36.1,76,September,Rice
26.4814,75.7327,Red,28.7,39,September,Millets
26.8111,75.581,Arid,28.0,87,September,Millets
26.5571,75.7324,Saline,39.1,34,September,Wheat
27.3312,75.9996,Black,28.3,50,September,Cotton
27.0025,75.9777,Laterite,21.1,54,September,Vegetables
27.391,75.2906,Laterite,21.6,35,September,Maize
26.8426,75.5782,Forest,39.6,58,September,Wheat
26.673,75.6518,Red,37.6,71,September,Sugarcane
26.5852,75.6927,Black,17.0,71,September,Fruits
27.2151,75.9636,Laterite,24.4,77,September,Vegetables
27.2065,76.2411,Forest,24.2,47,September,Fruits
26.7046,75.9269,Peaty,32.6,60,September,Maize
27.2847,75.8744,Red,26.8,51,September,Wheat
26.8516,75.9439,Arid,32.1,79,September,Millets
27.3229,75.872,Laterite,28.6,44,September,Millets
26.6135,75.6912,Arid,39.5,65,September,Rice
27.1906,76.153,Saline,30.5,70,September,Pulses
26.8368,75.8119,Peaty,31.9,69,September,Cotton
27.2929,75.5459,Alluvial,24.7,37,September,Vegetables
26.9188,75.4495,Red,28.9,52,October,Cotton
26.889,75.8308,Laterite,35.7,68,October,Rice
27.2255,76.2718,Saline,36.7,61,October,Wheat
26.7413,75.6394,Peaty,33.3,41,October,Cotton
26.6401,75.8119,Arid,37.1,80,October,Cotton
27.1011,75.9483,Saline,28.0,50,October,Sugarcane
26.679,76.0921,Laterite,15.5,45,October,Millets
27.3703,75.4322,Peaty,24.8,79,October,Maize
27.2099,76.0531,Laterite,31.6,49,October,Fruits
26.4794,75.6251,Arid,15.1,34,October,Wheat
27.0793,75.3231,Laterite,20.4,45,October,Cotton
26.828,75.3852,Red,39.5,34,October,Fruits
27.0993,75.4888,Peaty,34.4,90,October,Sugarcane
26.7853,75.9495,Laterite,36.8,81,October,Maize
27.219,75.654,Arid,34.6,47,October,Fruits
27.2282,76.2554,Red,21.5,43,October,Millets
26.4528,76.2397,Peaty,16.3,76,October,Wheat
26.5533,75.5856,Alluvial,16.8,60,October,Pulses
26.8968,75.4762,Laterite,27.2,51,October,Vegetables
26.9838,75.6528,Black,28.8,61,October,Rice
27.1079,76.0178,Forest,38.7,83,October,Maize
27.0698,75.4631,Arid,29.8,80,October,Vegetables
26.9883,75.4505,Forest,39.0,30,October,Sugarcane
26.7945,75.9796,Laterite,17.7,64,October,Pulses
27.3977,76.2334,Black,19.8,90,October,Wheat
26.7612,76.2112,Alluvial,39.3,45,November,Rice
27.1237,75.793,Laterite,22.6,77,November,Pulses
26.852,75.6201,Laterite,34.1,55,November,Wheat
26.7128,75.436,Forest,31.4,62,November,Cotton
27.0266,75.8848,Forest,25.4,78,November,Millets
26.9473,75.9522,Forest,30.5,78,November,Pulses
26.5503,76.1776,Alluvial,31.6,87,November,Sugarcane
27.0097,75.3111,Saline,17.9,65,November,Rice
26.5277,75.8178,Black,32.4,87,November,Cotton
27.1559,75.4895,Red,21.6,43,November,Millets
26.8272,76.2505,Forest,19.2,81,November,Cotton
27.1419,75.8265,Saline,34.1,45,November,Sugarcane
26.6534,76.0398,Laterite,24.6,61,November,Pulses
27.1064,75.9786,Red,21.3,88,November,Wheat
27.2394,76.0647,Forest,32.7,36,November,Maize
26.816,76.0423,Alluvial,15.3,66,November,Wheat
26.531,76.0764,Arid,27.7,90,November,Wheat
26.8388,76.1111,Arid,31.2,65,November,Vegetables
26.5417,75.9115,Alluvial,17.4,51,November,Wheat
26.7564,75.9268,Forest,32.6,56,November,Cotton
26.5677,76.2313,Peaty,16.1,77,November,Wheat
26.6452,76.0547,Laterite,26.2,82,November,Fruits
26.9206,75.6158,Red,26.5,88,November,Cotton
26.679,75.314,Black,24.6,65,November,Pulses
26.9936,75.8879,Arid,19.5,43,November,Fruits
26.4849,75.5052,Peaty,39.1,83,December,Sugarcane
26.9418,76.1631,Peaty,16.2,55,December,Pulses
26.8006,75.6639,Alluvial,21.8,45,December,Wheat
26.4272,75.5245,Alluvial,28.7,86,December,Sugarcane
27.3358,75.6201,Alluvial,30.9,43,December,Sugarcane
26.8501,75.7004,Forest,19.1,46,December,Cotton
26.784,75.6097,Black,34.2,37,December,Millets
26.9401,75.4068,Alluvial,22.9,83,December,Wheat
26.5032,75.57,Peaty,23.0,33,December,Wheat
26.5429,75.6519,Forest,15.6,82,December,Sugarcane
27.3313,75.3133,Laterite,20.5,58,December,Millets
27.0183,75.8981,Saline,23.6,68,December,Pulses
26.7129,75.5878,Alluvial,23.6,31,December,Wheat
26.8844,75.6597,Arid,38.8,78,December,Cotton
26.5105,75.4144,Red,38.0,33,December,Fruits
27.0797,75.5639,Black,28.1,50,December,Sugarcane
27.0369,76.1063,Black,31.5,30,December,Millets
27.268,75.4252,Red,30.4,42,December,Millets
27.101,75.6671,Saline,27.7,46,December,Millets
27.022,75.5533,Alluvial,37.3,67,December,Vegetables
26.9186,75.599,Red,37.3,69,December,Cotton
26.5541,75.78,Alluvial,39.8,38,December,Vegetables
26.7993,75.8899,Laterite,18.6,53,December,Fruits
26.9807,75.4758,Laterite,35.8,65,December,Cotton
27.008,75.928,Peaty,17.1,83,December,Pulses
10.9639,76.5191,Saline,37.3,45,January,Wheat
10.3707,76.2523,Forest,21.2,50,January,Cotton
10.9655,76.4704,Alluvial,17.5,56,January,Wheat
10.3952,76.2423,Forest,20.5,83,January,Pulses
10.3998,76.7379,Black,38.7,87,January,Cotton
11.3089,76.7626,Peaty,19.9,64,January,Wheat
10.6134,75.9699,Black,20.6,32,January,Millets
11.2499,76.1237,Forest,25.0,39,January,Cotton
10.7714,76.6764,Black,15.3,34,January,Pulses
10.4918,76.7339,Arid,33.3,71,January,Maize
10.787,76.0576,Alluvial,17.0,31,January,Wheat
10.3783,76.2556,Saline,37.5,85,January,Maize
11.1655,76.4303,Forest,25.8,81,January,Rice
10.447,76.5501,Black,37.4,78,January,Cotton
10.6721,76.2327,Alluvial,34.2,69,January,Maize
11.1723,76.08,Laterite,32.7,37,January,Pulses
10.6506,75.9808,Alluvial,36.0,32,January,Wheat
10.9657,76.0752,Red,36.2,80,January,Maize
10.8356,76.5416,Alluvial,35.3,54,January,Pulses
10.8899,76.6715,Alluvial,35.3,55,January,Maize
11.2909,76.0553,Red,18.6,42,January,Sugarcane
10.6056,76.2631,Saline,38.7,71,January,Rice
10.4926,76.0065,Black,15.0,39,January,Rice
11.2396,76.6172,Peaty,15.7,39,January,Maize
11.1717,75.8928,Peaty,19.9,78,January,Wheat
10.6183,76.5392,Alluvial,28.4,87,February,Sugarcane
11.3275,76.5973,Alluvial,34.7,70,February,Pulses
11.026,76.292,Red,39.8,35,February,Sugarcane
10.7452,76.4452,Peaty,36.4,36,February,Wheat
10.5798,75.8637,Saline,31.8,74,February,Rice
10.9696,76.5988,Laterite,21.9,54,February,Vegetables
10.5499,75.9808,Forest,24.9,80,February,Wheat
11.1225,76.0049,Peaty,32.5,42,February,Wheat
10.39,75.8375,Laterite,22.9,76,February,Maize
11.2213,76.5858,Laterite,16.4,82,February,Pulses
11.011,76.3017,Peaty,27.8,75,February,Sugarcane
10.9238,76.2146,Peaty,26.6,33,February,Rice
10.8852,76.0085,Red,20.8,35,February,Millets
10.8132,76.3988,Black,28.6,79,February,Rice
11.2706,75.8216,Forest,35.8,82,February,Rice
10.9999,76.0954,Arid,15.8,45,February,Fruits
10.988,76.7321,Laterite,29.7,64,February,Maize
10.8753,76.0567,Saline,35.2,54,February,Sugarcane
10.6529,76.3873,Arid,31.2,49,February,Sugarcane
11.0104,76.2178,Laterite,15.0,38,February,Sugarcane
11.1677,76.6506,Peaty,32.8,90,February,Sugarcane
11.2392,76.5909,Peaty,30.3,47,February,Millets
